szPrecinctName,Accepted,Wrong Precinct,Wrong Ballot Type,Accepted No Ballot,Total Counted,,CH-PO/MA,Printed Signature,Can Not Identify,Challenged No ballot,CH-VBM Ballot Returned,Not Registered,No Signature,Not Eligible,Signature Miscompares,No address provided,Voted a precinct ballot,Cancellation,NO-COVR Signature,Total Not Counted,,Total
Pct 7912   ,7,2,2,0,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11
Pct 7914   ,6,3,2,0,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11
Pct 7918   ,10,1,0,0,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11
Pct 7922   ,6,5,0,0,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11
Pct 9128   ,1,9,1,0,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11
Pct 9512   ,8,3,0,0,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11
Pct 9754   ,10,1,0,0,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11
Pct 7003   ,4,5,1,0,10,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,11
Pct 7314   ,6,4,0,0,10,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,11
Pct 7601   ,6,2,2,0,10,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,11
Pct 7622   ,7,3,0,0,10,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,11
Pct 7809   ,8,1,1,0,10,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,11
Pct 7905   ,6,0,4,0,10,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,11
Pct 9102   ,6,4,0,0,10,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,11
Pct 7546   ,5,4,0,0,9,,0,0,0,0,0,1,0,0,1,0,0,0,0,2,,11
Pct 9422   ,7,2,0,0,9,,0,0,0,0,0,0,0,1,0,1,0,0,0,2,,11
Pct 9503   ,2,3,4,0,9,,0,0,0,0,0,1,0,0,0,1,0,0,0,2,,11
Pct 7849   ,5,3,0,0,8,,0,0,0,0,0,2,0,0,0,1,0,0,0,3,,11
Pct 7539   ,9,3,0,0,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12
Pct 7804   ,8,4,0,0,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12
Pct 7814   ,10,0,2,0,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12
Pct 7915   ,10,2,0,0,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12
Pct 7643   ,8,2,1,0,11,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,12
Pct 7647   ,8,1,2,0,11,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,12
Pct 7858   ,1,10,0,0,11,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,12
Pct 7923   ,7,4,0,0,11,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,12
Pct 7819   ,5,2,3,0,10,,0,0,0,0,0,1,0,1,0,0,0,0,0,2,,12
Pct 7843   ,5,3,2,0,10,,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,12
Pct 7627   ,4,5,0,0,9,,0,0,0,0,0,3,0,0,0,0,0,0,0,3,,12
Pct 7857   ,7,1,1,0,9,,0,0,0,0,0,3,0,0,0,0,0,0,0,3,,12
Pct 7523   ,8,3,2,0,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13
Pct 7628   ,6,7,0,0,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13
Pct 7921   ,9,3,1,0,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13
Pct 7935   ,11,2,0,0,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13
Pct 7021   ,9,3,0,0,12,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,13
Pct 7925   ,1,8,1,0,10,,0,0,0,0,0,3,0,0,0,0,0,0,0,3,,13
Pct 7805   ,5,7,2,0,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14
Pct 7823   ,1,8,5,0,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14
Pct 7611   ,5,8,0,0,13,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,14
Pct 7821   ,13,0,0,0,13,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,14
Pct 9117   ,3,8,0,0,11,,0,0,0,0,0,2,0,0,0,1,0,0,0,3,,14
Pct 7012   ,11,4,0,0,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15
Pct 7016   ,2,12,0,0,14,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,15
Pct 7005   ,4,8,1,0,13,,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,15
Pct 7827   ,3,12,1,0,16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16
Pct 7904   ,6,8,1,0,15,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,16
Pct 7919   ,11,5,1,0,17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17
Pct 7533   ,10,5,1,0,16,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,17
Pct 7329   ,2,6,7,0,15,,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,17
Pct 7908   ,9,4,2,0,15,,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,17
Pct 7609   ,6,6,2,0,14,,0,0,0,0,0,2,0,1,0,0,0,0,0,3,,17
Pct 7537   ,8,7,3,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18
Pct 7617   ,7,4,6,0,17,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,18
Pct 7624   ,11,5,1,0,17,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,18
Pct 7934   ,7,5,2,0,14,,0,0,0,0,0,3,0,1,0,0,0,0,0,4,,18
Pct 7008   ,13,6,0,0,19,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,20
Pct 7834   ,9,9,1,0,19,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,20
Pct 7927   ,9,10,0,0,19,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,20
Pct 9234   ,5,6,10,0,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21
Pct 7542   ,11,8,1,0,20,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,21
Pct 7917   ,6,12,1,0,19,,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,21
Pct 7619   ,7,10,1,0,18,,0,0,0,0,0,2,0,0,0,1,0,0,0,3,,21
Pct 7936   ,8,14,0,0,22,,0,0,0,0,0,3,0,0,0,0,0,0,0,3,,25
Pct 7924   ,14,7,1,0,22,,0,0,0,0,0,4,0,0,0,0,0,0,0,4,,26
Pct 9514   ,1,5,15,0,21,,0,0,0,0,0,3,1,0,0,1,0,0,0,5,,26
Pct 7916   ,9,6,11,0,26,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,27
